MtrunA17_CPg0492191	Medtr4g006140
MtrunA17_Chr3g0117061	Medtr3g077030
MtrunA17_Chr3g0117071	Medtr3g077050
MtrunA17_Chr3g0117081	Medtr3g077080
MtrunA17_Chr3g0117091	Medtr3g077110
MtrunA17_Chr3g0117104	Medtr3g077160
MtrunA17_Chr3g0117107	Medtr3g077160
MtrunA17_Chr3g0117111	Medtr3g077200
MtrunA17_Chr3g0117131	Medtr3g077250
MtrunA17_Chr3g0117141	Medtr3g077280
MtrunA17_Chr3g0117151	Medtr3g077300
MtrunA17_Chr3g0117161	Medtr3g077300
MtrunA17_Chr3g0117171	Medtr3g077320
MtrunA17_Chr3g0117181	Medtr3g077340
MtrunA17_Chr3R0238620	Medtr3g077350
MtrunA17_Chr3g0117241	Medtr3g077410
MtrunA17_Chr3g0117251	Medtr3g077410
MtrunA17_Chr3g0117261	Medtr3g077420
MtrunA17_Chr3g0117271	Medtr3g077430
MtrunA17_Chr3g0117281	Medtr3g077440
MtrunA17_Chr3g0117291	Medtr3g077450
MtrunA17_Chr3g0117311	Medtr3g077460
MtrunA17_Chr3g0117331	Medtr3g077490
MtrunA17_Chr3g0117341	Medtr3g077500
MtrunA17_Chr3g0117371	Medtr3g077540
MtrunA17_Chr3g0117381	Medtr3g077550
MtrunA17_Chr3g0117391	Medtr3g077560
MtrunA17_Chr3g0117411	Medtr3g077570
MtrunA17_Chr3g0117431	Medtr3g077580
MtrunA17_Chr3g0117441	Medtr3g077590
MtrunA17_Chr3g0117471	Medtr3g077620
MtrunA17_Chr3g0117481	Medtr3g077630
MtrunA17_Chr3g0117501	Medtr3g077640
MtrunA17_Chr3g0117511	Medtr3g077650
MtrunA17_Chr3g0117521	Medtr3g077670
MtrunA17_Chr3g0117561	Medtr3g077720
MtrunA17_Chr3g0117571	Medtr3g077730
MtrunA17_Chr3g0117581	Medtr3g077740
MtrunA17_Chr3g0117601	Medtr3g077750
MtrunA17_Chr3g0117611	Medtr3g077860
MtrunA17_Chr3g0117631	Medtr3g077870
MtrunA17_Chr3R0239950	Medtr3g077875
MtrunA17_Chr3g0117641	Medtr3g077890
MtrunA17_Chr3R0240120	Medtr3g077897
MtrunA17_Chr3g0117661	Medtr3g077910
MtrunA17_Chr3g0117671	Medtr3g077930
MtrunA17_Chr3g0117681	Medtr3g077930
MtrunA17_Chr3g0117691	Medtr3g077940
MtrunA17_Chr3g0117701	Medtr3g077950
MtrunA17_Chr3g0117721	Medtr3g077990
MtrunA17_Chr3g0117731	Medtr3g078000
MtrunA17_Chr3g0117741	Medtr3g078010
MtrunA17_Chr3g0117751	Medtr3g078020
MtrunA17_Chr3g0117761	Medtr3g078030
MtrunA17_Chr3g0117771	Medtr3g078040
MtrunA17_Chr3g0117781	Medtr3g078050
MtrunA17_Chr3g0117781	Medtr4g088135
MtrunA17_Chr3R0240520	Medtr3g078080
MtrunA17_Chr3g0117791	Medtr3g078090
MtrunA17_Chr3g0117811	Medtr3g078110
MtrunA17_Chr3g0117821	Medtr3g078120
MtrunA17_Chr3g0117831	Medtr3g078130
MtrunA17_Chr3g0117851	Medtr3g078160
MtrunA17_Chr3g0117861	Medtr3g078170
MtrunA17_Chr3g0117881	Medtr3g078190
MtrunA17_Chr3g0117891	Medtr3g078210
MtrunA17_Chr3R0240800	Medtr3g078210
MtrunA17_Chr3g0117901	Medtr3g078240
MtrunA17_Chr3g0117921	Medtr3g078250
MtrunA17_Chr3g0117931	Medtr3g078260
MtrunA17_Chr3g0117941	Medtr3g078270
MtrunA17_Chr3g0117971	Medtr3g078300
MtrunA17_Chr3g0117981	Medtr3g078310
MtrunA17_Chr3g0117991	Medtr3g078320
MtrunA17_Chr3g0118001	Medtr3g078340
MtrunA17_Chr3g0118011	Medtr3g078360
MtrunA17_Chr3g0118021	Medtr3g078370
MtrunA17_Chr3g0118031	Medtr3g078380
MtrunA17_Chr3g0118041	Medtr3g078410
MtrunA17_Chr3g0118051	Medtr3g078420
MtrunA17_Chr3g0118061	Medtr3g078450
MtrunA17_Chr3g0118071	Medtr3g078470
MtrunA17_Chr3g0118081	Medtr3g078490
MtrunA17_Chr3g0118101	Medtr3g078520
MtrunA17_Chr3g0118111	Medtr3g078540
MtrunA17_Chr3g0118121	Medtr3g078550
MtrunA17_Chr3g0118141	Medtr3g078560
MtrunA17_Chr3g0118161	Medtr3g078570
MtrunA17_Chr3g0118171	Medtr3g078580
MtrunA17_Chr3g0118181	Medtr3g078590
MtrunA17_Chr3g0118201	Medtr3g078610
MtrunA17_Chr3g0118211	Medtr3g078613
MtrunA17_Chr3g0118231	Medtr3g078623
MtrunA17_Chr3R0242020	Medtr3g078627
MtrunA17_Chr3g0118251	Medtr3g078633
MtrunA17_Chr3g0118261	Medtr3g078637
MtrunA17_Chr3g0118281	Medtr3g078647
MtrunA17_Chr3g0118291	Medtr3g078653
MtrunA17_Chr3g0118301	Medtr3g078663
MtrunA17_Chr3g0118321	Medtr3g078700
MtrunA17_Chr3g0118331	Medtr3g078730
MtrunA17_Chr3g0118361	Medtr3g078770
MtrunA17_Chr3g0118371	Medtr3g078800
MtrunA17_Chr3g0118381	Medtr3g078810
MtrunA17_Chr3g0118391	Medtr3g078820
MtrunA17_Chr3g0118401	Medtr3g078830
MtrunA17_Chr3g0118411	Medtr3g078850
MtrunA17_Chr3g0118421	Medtr3g078860
MtrunA17_Chr3g0118431	Medtr3g079170
MtrunA17_Chr3g0118441	Medtr3g079180
MtrunA17_Chr3g0118451	Medtr3g079190
MtrunA17_Chr3g0118461	Medtr3g079200
MtrunA17_Chr3g0118471	Medtr3g079210
MtrunA17_Chr3g0118481	Medtr3g079220
MtrunA17_Chr3g0118501	Medtr3g079310
MtrunA17_Chr3g0118511	Medtr3g079320
MtrunA17_Chr3g0118521	Medtr3g079330
MtrunA17_Chr3g0118541	Medtr3g079340
MtrunA17_Chr3g0118571	Medtr3g079380
MtrunA17_Chr3g0118601	Medtr3g079390
MtrunA17_Chr3g0118621	Medtr3g079420
MtrunA17_Chr3g0118641	Medtr3g079450
MtrunA17_Chr3g0118651	Medtr3g479460
MtrunA17_Chr3g0118661	Medtr3g479470
MtrunA17_Chr3g0118671	Medtr3g479490
MtrunA17_Chr3g0118691	Medtr3g479520
MtrunA17_Chr3g0118771	Medtr3g079480
MtrunA17_Chr3g0118791	Medtr3g479590
MtrunA17_Chr3g0118791	Medtr3g079510
MtrunA17_Chr3g0118801	Medtr3g479600
MtrunA17_Chr3g0118801	Medtr3g079520
MtrunA17_Chr3g0118821	Medtr3g079530
MtrunA17_Chr3g0118831	Medtr3g079560
MtrunA17_Chr3g0118841	Medtr3g079570
MtrunA17_Chr3g0118851	Medtr3g079590
MtrunA17_Chr3g0118861	Medtr3g079600
MtrunA17_Chr3g0118871	Medtr3g079610
MtrunA17_Chr3g0118881	Medtr3g079620
MtrunA17_Chr3g0118891	Medtr3g079630
MtrunA17_Chr3g0118901	Medtr3g079640
MtrunA17_Chr3g0118921	Medtr3g079650
MtrunA17_Chr3g0118931	Medtr3g079660
MtrunA17_Chr3g0118941	Medtr3g079670
MtrunA17_Chr3g0118951	Medtr3g079680
MtrunA17_Chr3R0244550	Medtr3g079690
MtrunA17_Chr3g0118971	Medtr3g079750
MtrunA17_Chr3g0118981	Medtr3g079780
MtrunA17_Chr3R0244930	Medtr3g079783
MtrunA17_Chr3R0244990	Medtr3g079790
MtrunA17_Chr3g0119001	Medtr3g079790
MtrunA17_Chr3g0119011	Medtr3g079820
MtrunA17_Chr3g0119031	Medtr3g079840
MtrunA17_Chr3g0119041	Medtr3g079850
MtrunA17_Chr3g0119071	Medtr3g079860
MtrunA17_Chr3g0119081	Medtr3g079890
MtrunA17_Chr3g0119091	Medtr3g079900
MtrunA17_Chr3g0119121	Medtr3g079915
MtrunA17_Chr3g0119141	Medtr3g079925
MtrunA17_Chr3R0245640	Medtr3g079970
MtrunA17_Chr3g0119171	Medtr3g079980
MtrunA17_Chr3g0119181	Medtr3g080000
MtrunA17_Chr3g0119191	Medtr3g080010
MtrunA17_Chr3g0119211	Medtr3g080020
MtrunA17_Chr3g0119221	Medtr3g080025
MtrunA17_Chr3g0119231	Medtr3g080040
MtrunA17_Chr3g0119241	Medtr3g080050
MtrunA17_Chr3g0119251	Medtr3g080060
MtrunA17_Chr3g0119261	Medtr3g080070
MtrunA17_Chr3g0119271	Medtr3g080080
MtrunA17_Chr3g0119281	Medtr3g080090
MtrunA17_Chr3g0119291	Medtr3g080100
MtrunA17_Chr3g0119301	Medtr3g080120
MtrunA17_Chr3g0119311	Medtr3g080130
MtrunA17_Chr3g0119341	Medtr3g080160
MtrunA17_Chr3g0119351	Medtr3g080170
MtrunA17_Chr3g0119361	Medtr3g080180
MtrunA17_Chr3g0119371	Medtr3g080190
MtrunA17_Chr3g0119381	Medtr3g080220
MtrunA17_Chr3g0119391	Medtr3g080230
MtrunA17_Chr3g0119401	Medtr3g080240
MtrunA17_Chr3g0119411	Medtr3g080245
MtrunA17_Chr3g0119431	Medtr3g080260
MtrunA17_Chr3g0119441	Medtr3g080270
MtrunA17_Chr3g0119451	Medtr3g080280
MtrunA17_Chr3g0119461	Medtr3g080310
MtrunA17_Chr3g0119471	Medtr3g080320
MtrunA17_Chr3g0119481	Medtr3g080330
MtrunA17_Chr3g0119491	Medtr3g080350
MtrunA17_Chr3g0119501	Medtr3g080360
MtrunA17_Chr3g0119511	Medtr3g080370
MtrunA17_Chr3g0119521	Medtr3g080390
MtrunA17_Chr3g0119531	Medtr3g080400
MtrunA17_Chr3g0119541	Medtr3g080410
MtrunA17_Chr3g0119571	Medtr3g080450
MtrunA17_Chr3g0119581	Medtr3g080460
MtrunA17_Chr3g0119601	Medtr3g080470
MtrunA17_Chr3g0119621	Medtr3g080480
MtrunA17_Chr3g0119631	Medtr3g080490
MtrunA17_Chr3g0119641	Medtr3g080500
MtrunA17_Chr3g0119651	Medtr3g080510
MtrunA17_Chr3g0119661	Medtr3g080530
MtrunA17_Chr3g0119671	Medtr3g080550
MtrunA17_Chr3R0247060	Medtr3g080570
MtrunA17_Chr3g0119681	Medtr3g080580
MtrunA17_Chr3g0119691	Medtr3g080640
MtrunA17_Chr3g0119701	Medtr3g080670
MtrunA17_Chr3g0119711	Medtr3g080680
MtrunA17_Chr3g0119721	Medtr3g080690
MtrunA17_Chr3g0119751	Medtr3g080720
MtrunA17_Chr3g0119811	Medtr3g080800
MtrunA17_Chr3g0119821	Medtr3g080810
MtrunA17_Chr3g0119831	Medtr3g080830
MtrunA17_Chr3g0119841	Medtr3g080840
MtrunA17_Chr3g0119851	Medtr3g080850
MtrunA17_Chr3g0119861	Medtr3g080860
MtrunA17_Chr3g0119871	Medtr3g080870
MtrunA17_Chr3g0119901	Medtr3g080940
MtrunA17_Chr3g0119911	Medtr3g080960
MtrunA17_Chr3g0119921	Medtr3g080970
MtrunA17_Chr3g0119931	Medtr3g080980
MtrunA17_Chr3g0119941	Medtr3g080980
MtrunA17_Chr3g0119951	Medtr3g080990
MtrunA17_Chr3g0120011	Medtr3g081030
MtrunA17_Chr3g0120021	Medtr3g081040
MtrunA17_Chr3R0248300	Medtr3g081050
MtrunA17_Chr3R0248310	Medtr3g081050
MtrunA17_Chr3g0120031	Medtr3g081060
MtrunA17_Chr3g0120041	Medtr3g081060
MtrunA17_Chr3g0120061	Medtr3g081090
MtrunA17_Chr3g0120071	Medtr3g081130
MtrunA17_Chr3g0120081	Medtr3g081140
MtrunA17_Chr3g0120091	Medtr3g081150
MtrunA17_Chr3g0120101	Medtr3g081170
MtrunA17_Chr3g0120111	Medtr3g081180
MtrunA17_Chr3g0120121	Medtr3g081210
MtrunA17_Chr3g0120131	Medtr3g081240
MtrunA17_Chr3g0120141	Medtr3g081260
MtrunA17_Chr3g0120151	Medtr3g081290
MtrunA17_Chr3g0120161	Medtr3g081310
MtrunA17_Chr3g0120221	Medtr3g081380
MtrunA17_Chr3g0120231	Medtr3g081420
MtrunA17_Chr3g0120241	Medtr3g081430
MtrunA17_Chr3g0120251	Medtr3g081440
MtrunA17_Chr3g0120261	Medtr3g081450
MtrunA17_Chr3g0120271	Medtr3g081480
MtrunA17_Chr3g0120281	Medtr3g081490
MtrunA17_Chr3g0120291	Medtr3g081500
MtrunA17_Chr3g0120311	Medtr3g081530
MtrunA17_Chr3R0249290	Medtr3g081550
MtrunA17_Chr3g0120331	Medtr3g081560
MtrunA17_Chr3g0120341	Medtr3g081580
MtrunA17_Chr3g0120351	Medtr3g081640
MtrunA17_Chr3g0120361	Medtr3g082050
MtrunA17_Chr3g0120361	Medtr3g081690
MtrunA17_Chr3g0120381	Medtr3g082060
MtrunA17_Chr3g0120391	Medtr3g082070
MtrunA17_Chr3g0120401	Medtr3g082080
MtrunA17_Chr3R0249820	Medtr3g082087
MtrunA17_Chr3R0249830	Medtr3g082087
MtrunA17_Chr3g0120411	Medtr3g082100
MtrunA17_Chr3g0120441	Medtr3g082120
MtrunA17_Chr3g0120451	Medtr3g082130
MtrunA17_Chr3g0120461	Medtr3g082140
MtrunA17_Chr3g0120471	Medtr3g082150
MtrunA17_Chr3g0120481	Medtr3g082160
MtrunA17_Chr3g0120501	Medtr3g082180
MtrunA17_Chr3g0120511	Medtr3g082190
MtrunA17_Chr3g0120521	Medtr3g082200
MtrunA17_Chr3g0120531	Medtr3g082210
MtrunA17_Chr3g0120541	Medtr3g082250
MtrunA17_Chr3g0120551	Medtr3g082260
MtrunA17_Chr3g0120561	Medtr3g082270
MtrunA17_Chr3g0120571	Medtr3g082330
MtrunA17_Chr3g0120571	Medtr3g082410
MtrunA17_Chr3g0120581	Medtr3g082330
MtrunA17_Chr3g0120581	Medtr3g082410
MtrunA17_Chr3g0120591	Medtr3g082340
MtrunA17_Chr3g0120601	Medtr3g082370
MtrunA17_Chr3R0250870	Medtr3g082400
MtrunA17_Chr3g0120631	Medtr3g082330
MtrunA17_Chr3g0120631	Medtr3g082410
MtrunA17_Chr3g0120641	Medtr3g082420
MtrunA17_Chr3g0120651	Medtr3g082430
MtrunA17_Chr3g0120661	Medtr3g082440
MtrunA17_Chr3R0251170	Medtr3g082500
MtrunA17_Chr3g0120681	Medtr3g082510
MtrunA17_Chr3g0120701	Medtr3g082540
MtrunA17_Chr3g0120711	Medtr3g082630
MtrunA17_Chr3g0120721	Medtr3g082650
MtrunA17_Chr3g0120731	Medtr3g082660
MtrunA17_Chr3g0120741	Medtr3g082680
MtrunA17_Chr3g0120751	Medtr3g082690
MtrunA17_Chr3g0120761	Medtr3g082700
MtrunA17_Chr3g0120771	Medtr3g082720
MtrunA17_Chr3g0120781	Medtr3g082740
MtrunA17_Chr3g0120791	Medtr3g082750
MtrunA17_Chr3g0120801	Medtr3g082760
MtrunA17_Chr3g0120821	Medtr3g082770
MtrunA17_Chr3g0120831	Medtr3g082780
MtrunA17_Chr3g0120841	Medtr3g082790
MtrunA17_Chr3g0120851	Medtr3g082810
MtrunA17_Chr3g0120861	Medtr3g082830
MtrunA17_Chr3g0120871	Medtr3g082840
MtrunA17_Chr3g0120881	Medtr3g082850
MtrunA17_Chr3g0120891	Medtr3g082870
MtrunA17_Chr3g0120901	Medtr3g082890
MtrunA17_Chr3g0120921	Medtr3g082970
MtrunA17_Chr3g0120931	Medtr3g083010
MtrunA17_Chr3g0120941	Medtr3g083030
MtrunA17_Chr3g0120951	Medtr3g083050
MtrunA17_Chr3g0120981	Medtr3g083080
MtrunA17_Chr3g0120991	Medtr3g083100
MtrunA17_Chr3g0121001	Medtr3g083130
MtrunA17_Chr3g0121021	Medtr3g083170
MtrunA17_Chr3g0121031	Medtr3g083180
MtrunA17_Chr3g0121041	Medtr3g083200
MtrunA17_Chr3g0121051	Medtr3g083230
MtrunA17_Chr3g0121071	Medtr3g083250
MtrunA17_Chr3g0121091	Medtr3g083280
MtrunA17_Chr3g0121101	Medtr3g083300
MtrunA17_Chr3g0121111	Medtr3g083310
MtrunA17_Chr3g0121121	Medtr3g083350
MtrunA17_Chr3g0121141	Medtr3g083370
MtrunA17_Chr3g0121151	Medtr3g083390
MtrunA17_Chr3g0121161	Medtr3g083400
MtrunA17_Chr3g0121181	Medtr3g083460
MtrunA17_Chr3g0121191	Medtr3g083470
MtrunA17_Chr3g0121201	Medtr3g083480
MtrunA17_Chr3g0121211	Medtr3g083490
MtrunA17_Chr3g0121221	Medtr3g083500
MtrunA17_Chr3g0121231	Medtr3g083530
MtrunA17_Chr3g0121241	Medtr3g083540
MtrunA17_Chr3g0121251	Medtr3g083550
MtrunA17_Chr3g0121261	Medtr3g083570
MtrunA17_Chr3g0121271	Medtr3g083580
MtrunA17_Chr3g0121291	Medtr3g083600
MtrunA17_Chr3g0121301	Medtr3g083620
MtrunA17_Chr3g0121311	Medtr3g083630
MtrunA17_Chr3g0121321	Medtr3g083640
MtrunA17_Chr3g0121331	Medtr3g083660
MtrunA17_Chr3g0121341	Medtr3g083680
MtrunA17_Chr3g0121351	Medtr3g083690
MtrunA17_Chr3g0121361	Medtr3g083720
MtrunA17_Chr3g0121371	Medtr3g083730
MtrunA17_Chr3g0121381	Medtr3g083760
MtrunA17_Chr3g0121391	Medtr3g083770
MtrunA17_Chr3g0121401	Medtr3g083800
MtrunA17_Chr3g0121411	Medtr3g083810
MtrunA17_Chr3g0121431	Medtr3g083820
MtrunA17_Chr3g0121441	Medtr3g083830
MtrunA17_Chr3g0121451	Medtr3g083840
MtrunA17_Chr3g0121481	Medtr3g083850
MtrunA17_Chr3g0121491	Medtr3g083880
MtrunA17_Chr3g0121511	Medtr3g083880
MtrunA17_Chr3g0121531	Medtr3g083910
MtrunA17_Chr3R0253880	Medtr3g083910
MtrunA17_Chr3g0121541	Medtr3g083920
MtrunA17_Chr3g0121551	Medtr3g083960
MtrunA17_Chr3g0121561	Medtr3g083970
MtrunA17_Chr3g0121581	Medtr3g083980
MtrunA17_Chr3g0121631	Medtr3g084040
MtrunA17_Chr3g0121651	Medtr3g084080
MtrunA17_Chr3g0121661	Medtr3g084090
MtrunA17_Chr3g0121674	Medtr3g084110
MtrunA17_Chr3g0121691	Medtr3g084140
MtrunA17_Chr3g0121701	Medtr3g084150
MtrunA17_Chr3g0121701	Medtr3g084180
MtrunA17_Chr3g0121711	Medtr3g084160
MtrunA17_Chr3g0121721	Medtr3g084170
MtrunA17_Chr3g0121721	Medtr8g461400
MtrunA17_Chr3g0121731	Medtr3g084180
MtrunA17_Chr3g0121741	Medtr3g084190
MtrunA17_Chr3g0121751	Medtr3g084200
MtrunA17_Chr3g0121761	Medtr3g084210
MtrunA17_Chr3R0254520	Medtr3g084210
MtrunA17_Chr3g0121781	Medtr3g084230
MtrunA17_Chr3g0121801	Medtr3g084250
MtrunA17_Chr3g0121811	Medtr3g084260
MtrunA17_Chr3g0121841	Medtr3g084300
MtrunA17_Chr3g0121851	Medtr3g084310
MtrunA17_Chr3g0121861	Medtr3g084340
MtrunA17_Chr3g0121871	Medtr3g084350
MtrunA17_Chr3g0121881	Medtr3g084360
MtrunA17_Chr3g0121891	Medtr3g084380
MtrunA17_Chr3g0121901	Medtr3g084400
MtrunA17_Chr3g0121911	Medtr3g084410
MtrunA17_Chr3g0121921	Medtr3g084440
MtrunA17_Chr3g0121931	Medtr3g084450
MtrunA17_Chr3g0121951	Medtr3g084470
MtrunA17_Chr3g0121961	Medtr3g084500
MtrunA17_Chr3g0121971	Medtr3g084510
MtrunA17_Chr3g0121991	Medtr3g084520
MtrunA17_Chr3R0255140	Medtr3g084550
MtrunA17_Chr3g0122021	Medtr3g084620
MtrunA17_Chr3g0122031	Medtr3g084630
MtrunA17_Chr3g0122041	Medtr3g084640
MtrunA17_Chr3g0122051	Medtr3g084690
MtrunA17_Chr3g0122071	Medtr3g084720
MtrunA17_Chr3g0122081	Medtr3g084740
MtrunA17_Chr3g0122091	Medtr3g084750
MtrunA17_Chr3g0122101	Medtr3g084780
MtrunA17_Chr3g0122121	Medtr3g084790
MtrunA17_Chr3g0122131	Medtr3g084800
MtrunA17_Chr3g0122141	Medtr3g084820
MtrunA17_Chr3g0122151	Medtr3g084830
MtrunA17_Chr3g0122171	Medtr3g084860
MtrunA17_Chr3g0122181	Medtr3g084870
MtrunA17_Chr3g0122201	Medtr3g084910
MtrunA17_Chr3g0122211	Medtr3g084930
MtrunA17_Chr3g0122221	Medtr3g084940
MtrunA17_Chr3g0122231	Medtr3g084950
MtrunA17_Chr3g0122241	Medtr3g084960
MtrunA17_Chr3g0122251	Medtr3g084980
MtrunA17_Chr3g0122261	Medtr3g084990
MtrunA17_Chr3g0122281	Medtr3g085000
MtrunA17_Chr3g0122301	Medtr3g085010
MtrunA17_Chr3g0122331	Medtr3g085020
MtrunA17_Chr3g0122341	Medtr3g085030
MtrunA17_Chr3g0122351	Medtr3g085050
MtrunA17_Chr3g0122361	Medtr3g085060
MtrunA17_Chr3g0122371	Medtr3g085070
MtrunA17_Chr3g0122391	Medtr3g085130
MtrunA17_Chr3R0256590	Medtr3g085150
MtrunA17_Chr3g0122401	Medtr3g085160
MtrunA17_Chr3g0122411	Medtr3g085180
MtrunA17_Chr3g0122431	Medtr3g085190
MtrunA17_Chr3R0256770	Medtr3g085200
MtrunA17_Chr3g0122441	Medtr3g085210
MtrunA17_Chr3g0122451	Medtr3g085270
MtrunA17_Chr3g0122461	Medtr3g085280
MtrunA17_Chr3g0122471	Medtr3g085290
MtrunA17_Chr3g0122481	Medtr3g085300
MtrunA17_Chr3g0122491	Medtr3g085330
MtrunA17_Chr3g0122501	Medtr3g085370
MtrunA17_Chr3g0122511	Medtr3g085380
MtrunA17_Chr3g0122521	Medtr3g085395
MtrunA17_Chr3g0122531	Medtr3g085395
MtrunA17_Chr3g0122541	Medtr3g085400
MtrunA17_Chr3g0122551	Medtr3g085410
MtrunA17_Chr3g0122561	Medtr3g085420
MtrunA17_Chr3g0122571	Medtr3g085430
MtrunA17_Chr3g0122591	Medtr3g085440
MtrunA17_Chr3g0122601	Medtr3g085460
MtrunA17_Chr3g0122621	Medtr3g085470
MtrunA17_Chr3g0122631	Medtr3g085480
MtrunA17_Chr3g0122641	Medtr3g085490
MtrunA17_Chr3g0122651	Medtr3g085510
MtrunA17_Chr3R0257300	Medtr3g085530
MtrunA17_Chr3g0122661	Medtr3g085550
MtrunA17_Chr3g0122671	Medtr3g085570
MtrunA17_Chr3g0122681	Medtr3g085570
MtrunA17_Chr3g0122691	Medtr3g085580
MtrunA17_Chr3g0122701	Medtr3g085590
MtrunA17_Chr3g0122711	Medtr3g085600
MtrunA17_Chr3g0122721	Medtr3g085610
MtrunA17_Chr3g0122741	Medtr3g085620
MtrunA17_Chr3g0122751	Medtr3g085630
MtrunA17_Chr3g0122761	Medtr3g085640
MtrunA17_Chr3g0122781	Medtr3g085650
MtrunA17_Chr3g0122801	Medtr3g085657
MtrunA17_Chr3g0122821	Medtr3g085660
MtrunA17_Chr3g0122831	Medtr3g085670
MtrunA17_Chr3g0122861	Medtr3g085700
MtrunA17_Chr3g0122881	Medtr3g085710
MtrunA17_Chr3g0122891	Medtr3g085720
MtrunA17_Chr3g0122901	Medtr3g085740
MtrunA17_Chr3g0122911	Medtr3g085750
MtrunA17_Chr3g0122941	Medtr3g085830
MtrunA17_Chr3g0122961	Medtr3g085840
MtrunA17_Chr3g0122971	Medtr3g085850
MtrunA17_Chr3g0122981	Medtr3g085890
MtrunA17_Chr3g0122991	Medtr3g085910
MtrunA17_Chr3g0123001	Medtr3g085940
MtrunA17_Chr3g0123021	Medtr3g085960
MtrunA17_Chr3g0123041	Medtr3g086000
MtrunA17_Chr3g0123051	Medtr3g086010
MtrunA17_Chr3g0123061	Medtr3g086020
MtrunA17_Chr3g0123071	Medtr3g086030
MtrunA17_Chr3g0123081	Medtr3g086040
MtrunA17_Chr3g0123101	Medtr3g086050
MtrunA17_Chr3g0123111	Medtr3g086070
MtrunA17_Chr3g0123121	Medtr3g086090
MtrunA17_Chr3g0123131	Medtr3g086100
MtrunA17_Chr3g0123141	Medtr3g086120
MtrunA17_Chr3g0123161	Medtr3g086130
MtrunA17_Chr3R0258710	Medtr3g086140
MtrunA17_Chr3g0123171	Medtr3g086150
MtrunA17_Chr3g0123181	Medtr3g086160
MtrunA17_Chr3g0123191	Medtr3g086170
MtrunA17_Chr3g0123231	Medtr3g086190
MtrunA17_Chr3g0123241	Medtr3g086200
MtrunA17_Chr3g0123251	Medtr3g086210
MtrunA17_Chr3g0123261	Medtr3g086220
MtrunA17_Chr3g0123271	Medtr3g086230
MtrunA17_Chr3g0123281	Medtr3g086250
MtrunA17_Chr3g0123291	Medtr3g086260
MtrunA17_Chr3g0123301	Medtr3g086300
MtrunA17_Chr3g0123321	Medtr3g086310
MtrunA17_Chr3g0123331	Medtr3g086320
MtrunA17_Chr3g0123341	Medtr3g086330
MtrunA17_Chr3g0123351	Medtr3g086340
MtrunA17_Chr3g0123361	Medtr3g086350
MtrunA17_Chr3g0123371	Medtr3g086360
MtrunA17_Chr3g0123381	Medtr3g086360
MtrunA17_Chr3g0123391	Medtr3g086380
MtrunA17_Chr3R0259400	Medtr3g086410
MtrunA17_Chr3g0123411	Medtr3g086430
MtrunA17_Chr3g0123421	Medtr3g086440
MtrunA17_Chr3g0123441	Medtr3g086440
MtrunA17_Chr3g0123451	Medtr3g086450
MtrunA17_Chr3g0123461	Medtr3g086460
MtrunA17_Chr3R0259630	Medtr3g086480
MtrunA17_Chr3g0123471	Medtr3g086480
MtrunA17_Chr3R0259650	Medtr3g086490
MtrunA17_Chr3g0123481	Medtr3g086520
MtrunA17_Chr3g0123491	Medtr3g086530
MtrunA17_Chr3g0123501	Medtr3g086540
MtrunA17_Chr3g0123511	Medtr3g086550
MtrunA17_Chr3g0123521	Medtr3g086570
MtrunA17_Chr3g0123531	Medtr3g086580
MtrunA17_Chr3g0123541	Medtr3g086590
MtrunA17_Chr3g0123561	Medtr3g086600
MtrunA17_Chr3g0123571	Medtr3g086610
MtrunA17_Chr3g0123581	Medtr3g086630
MtrunA17_Chr3g0123591	Medtr3g086640
MtrunA17_Chr3g0123601	Medtr3g086650
MtrunA17_Chr3g0123611	Medtr3g086660
MtrunA17_Chr3g0123621	Medtr3g086670
MtrunA17_Chr3g0123631	Medtr3g086700
MtrunA17_Chr3g0123641	Medtr3g086730
MtrunA17_Chr3g0123651	Medtr3g086740
MtrunA17_Chr3g0123661	Medtr3g086750
MtrunA17_Chr3g0123671	Medtr3g086760
MtrunA17_Chr3g0123681	Medtr3g086770
MtrunA17_Chr3R0260120	Medtr3g086770
MtrunA17_Chr3g0123691	Medtr3g086790
MtrunA17_Chr3g0123721	Medtr3g086830
MtrunA17_Chr3g0123731	Medtr3g086840
MtrunA17_Chr3g0123741	Medtr3g086880
MtrunA17_Chr3g0123761	Medtr3g086890
MtrunA17_Chr3g0123781	Medtr3g086910
MtrunA17_Chr3g0123791	Medtr3g086940
MtrunA17_Chr3g0123801	Medtr3g086950
MtrunA17_Chr3g0123811	Medtr3g086960
MtrunA17_Chr3g0123821	Medtr3g086980
MtrunA17_Chr3g0123831	Medtr3g086990
MtrunA17_Chr3g0123841	Medtr3g087010
MtrunA17_Chr3g0123851	Medtr3g087020
MtrunA17_Chr3g0123861	Medtr3g087030
MtrunA17_Chr3g0123881	Medtr3g087050
MtrunA17_Chr3g0123891	Medtr3g087060
MtrunA17_Chr3g0123901	Medtr3g087070
MtrunA17_Chr3g0123911	Medtr3g087080
MtrunA17_Chr3g0123921	Medtr3g087090
MtrunA17_Chr3g0123931	Medtr3g087110
MtrunA17_Chr3g0123951	Medtr3g087140
MtrunA17_Chr3g0123961	Medtr3g087150
MtrunA17_Chr3g0123971	Medtr3g087160
MtrunA17_Chr3g0123981	Medtr3g087190
MtrunA17_Chr3g0123991	Medtr3g087220
